v АК,v ЦН,coef A
-0.5,-0.32000000000000006,-4.941488982742355e-05
-0.4824120603015075,-0.32000000000000006,-4.941488982742355e-05
-0.4648241206030151,-0.32000000000000006,-4.941488982742355e-05
-0.4472361809045226,-0.32000000000000006,-4.941488982742355e-05
-0.4296482412060302,-0.32000000000000006,-4.941488982742355e-05
-0.4120603015075377,-0.32000000000000006,-4.941488982742355e-05
-0.3944723618090452,-0.32000000000000006,-4.941488982742355e-05
-0.37688442211055273,-0.32000000000000006,-4.941488982742355e-05
-0.3592964824120603,-0.32000000000000006,-4.941488982742355e-05
-0.3417085427135679,-0.32000000000000006,-4.941488982742355e-05
-0.3241206030150754,-0.32000000000000006,-4.941488982742355e-05
-0.3065326633165829,-0.32000000000000006,-4.941488982742355e-05
-0.2889447236180904,-0.32000000000000006,-4.941488982742355e-05
-0.271356783919598,-0.32000000000000006,-4.941488982742355e-05
-0.2537688442211055,-0.32000000000000006,-4.941488982742355e-05
-0.2361809045226131,-0.32000000000000006,-4.941488982742355e-05
-0.2185929648241206,-0.32000000000000006,-4.941488982742355e-05
-0.20100502512562812,-0.32000000000000006,-4.941488982742355e-05
-0.1834170854271357,-0.32000000000000006,-4.941488982742355e-05
-0.1658291457286432,-0.32000000000000006,-4.941488982742355e-05
-0.14824120603015079,-0.32000000000000006,-4.941488982742355e-05
-0.1306532663316583,-0.32000000000000006,-4.941488982742355e-05
-0.11306532663316582,-0.32000000000000006,-4.941488982742355e-05
-0.09547738693467339,-0.32000000000000006,-4.941488982742355e-05
-0.07788944723618091,-0.32000000000000006,-4.941488982742355e-05
-0.060301507537688426,-0.32000000000000006,-4.941488982742355e-05
-0.042713567839196,-0.32000000000000006,-4.941488982742355e-05
-0.025125628140703515,-0.32000000000000006,-4.941488982742355e-05
-0.007537688442211032,-0.32000000000000006,-4.941488982742355e-05
0.01005025125628145,-0.32000000000000006,-4.941488982742355e-05
0.027638190954773822,-0.32000000000000006,-4.941488982742355e-05
0.045226130653266305,-0.32000000000000006,-4.941488982742355e-05
0.06281407035175879,-0.32000000000000006,-4.941488982742355e-05
0.08040201005025127,-0.32000000000000006,-4.941488982742355e-05
0.09798994974874375,-0.32000000000000006,-4.941488982742355e-05
0.11557788944723613,-0.32000000000000006,-4.941488982742355e-05
0.1331658291457286,-0.32000000000000006,-4.941488982742355e-05
0.1507537688442211,-0.32000000000000006,-4.941488982742355e-05
0.16834170854271358,-0.32000000000000006,-4.941488982742355e-05
0.18592964824120606,-0.32000000000000006,-4.941488982742355e-05
0.20351758793969843,-0.32000000000000006,-4.941488982742355e-05
0.2211055276381909,-0.32000000000000006,-4.926873913326961e-05
0.2386934673366834,-0.32000000000000006,-4.9228549511092476e-05
0.2562814070351759,-0.32000000000000006,-4.9228549511092476e-05
0.27386934673366836,-0.32000000000000006,-4.9228549511092476e-05
0.29145728643216084,-0.32000000000000006,-4.935723324497001e-05
0.3090452261306532,-0.32000000000000006,-4.936107858545407e-05
0.3266331658291457,-0.32000000000000006,-4.936107858545407e-05
0.3442211055276382,-0.32000000000000006,-4.936107858545407e-05
0.36180904522613067,-0.32000000000000006,-4.946014285153994e-05
0.37939698492462315,-0.32000000000000006,-4.9466698098756086e-05
0.3969849246231155,-0.32000000000000006,-4.918565156669457e-05
0.414572864321608,-0.32000000000000006,-4.838353177177821e-05
0.4321608040201005,-0.32000000000000006,-4.838353177177821e-05
0.44974874371859297,-0.32000000000000006,-4.838353177177821e-05
0.46733668341708545,-0.32000000000000006,-4.718036920955495e-05
0.48492462311557794,-0.32000000000000006,-4.6872883132663225e-05
0.5025125628140703,-0.32000000000000006,-4.700541101990895e-05
0.5201005025125629,-0.32000000000000006,-4.700541101990895e-05
0.5376884422110553,-0.32000000000000006,-4.6642642806137615e-05
0.5552763819095476,-0.32000000000000006,-4.6642642806137615e-05
0.5728643216080402,-0.32000000000000006,-4.648636502468385e-05
0.5904522613065326,-0.32000000000000006,-4.625148586213e-05
0.6080402010050252,-0.32000000000000006,-4.666529261812239e-05
0.6256281407035176,-0.32000000000000006,-4.666529261812239e-05
0.64321608040201,-0.32000000000000006,-4.696393880221575e-05
0.6608040201005025,-0.32000000000000006,-4.6302236933377586e-05
0.6783919597989949,-0.32000000000000006,-4.5428551331353516e-05
0.6959798994974875,-0.32000000000000006,-4.5549694087716806e-05
0.7135678391959799,-0.32000000000000006,-4.5638090273366526e-05
0.7311557788944723,-0.32000000000000006,-4.625151320766868e-05
0.7487437185929648,-0.32000000000000006,-4.625151320766868e-05
0.7663316582914572,-0.32000000000000006,-4.625151320766868e-05
0.7839195979899498,-0.32000000000000006,-4.6714741278151526e-05
0.8015075376884422,-0.32000000000000006,-4.8863002348858077e-05
0.8190954773869346,-0.32000000000000006,-5.004217303114103e-05
0.8366834170854272,-0.32000000000000006,-5.0558624220216145e-05
0.8542713567839195,-0.32000000000000006,-5.0948124494303024e-05
0.8718592964824121,-0.32000000000000006,-5.192051070910258e-05
0.8894472361809045,-0.32000000000000006,-5.2956017896611045e-05
0.9070351758793969,-0.32000000000000006,-5.2956017896611045e-05
0.9246231155778895,-0.32000000000000006,-5.3863969440142605e-05
0.9422110552763818,-0.32000000000000006,-5.3863969440142605e-05
0.9597989949748744,-0.32000000000000006,-5.446208691915231e-05
0.9773869346733668,-0.32000000000000006,-5.522902898521078e-05
0.9949748743718594,-0.32000000000000006,-5.689840347839246e-05
1.0125628140703518,-0.32000000000000006,-5.689840347839246e-05
1.0301507537688441,-0.32000000000000006,-5.689840347839246e-05
1.0477386934673367,-0.32000000000000006,-5.8020881589926064e-05
1.065326633165829,-0.32000000000000006,-5.866670441242423e-05
1.0829145728643217,-0.32000000000000006,-5.965369386034171e-05
1.100502512562814,-0.32000000000000006,-6.160132867109741e-05
1.1180904522613064,-0.32000000000000006,-6.124006696108867e-05
1.135678391959799,-0.32000000000000006,-6.144552948490596e-05
1.1532663316582914,-0.32000000000000006,-6.117234623070709e-05
1.170854271356784,-0.32000000000000006,-6.117234623070709e-05
1.1884422110552764,-0.32000000000000006,-6.193138403718548e-05
1.2060301507537687,-0.32000000000000006,-6.254120848328884e-05
1.2236180904522613,-0.32000000000000006,-6.254120848328884e-05
1.2412060301507537,-0.32000000000000006,-6.254120848328884e-05
