v АК,v ЦН,ang
-0.5,-0.32000000000000006,-0.0012736378875517608
-0.4824120603015075,-0.32000000000000006,-0.0012736378875517608
-0.4648241206030151,-0.32000000000000006,-0.0012736378875517608
-0.4472361809045226,-0.32000000000000006,-0.0012736378875517608
-0.4296482412060302,-0.32000000000000006,-0.0012736378875517608
-0.4120603015075377,-0.32000000000000006,-0.0012736378875517608
-0.3944723618090452,-0.32000000000000006,-0.0012736378875517608
-0.37688442211055273,-0.32000000000000006,-0.0012736378875517608
-0.3592964824120603,-0.32000000000000006,-0.0012736378875517608
-0.3417085427135679,-0.32000000000000006,-0.0012736378875517608
-0.3241206030150754,-0.32000000000000006,-0.0012736378875517608
-0.3065326633165829,-0.32000000000000006,-0.0012736378875517608
-0.2889447236180904,-0.32000000000000006,-0.0012736378875517608
-0.271356783919598,-0.32000000000000006,-0.0012736378875517608
-0.2537688442211055,-0.32000000000000006,-0.0012736378875517608
-0.2361809045226131,-0.32000000000000006,-0.0012736378875517608
-0.2185929648241206,-0.32000000000000006,-0.0012736378875517608
-0.20100502512562812,-0.32000000000000006,-0.0012736378875517608
-0.1834170854271357,-0.32000000000000006,-0.0012736378875517608
-0.1658291457286432,-0.32000000000000006,-0.0012736378875517608
-0.14824120603015079,-0.32000000000000006,-0.0012736378875517608
-0.1306532663316583,-0.32000000000000006,-0.0012736378875517608
-0.11306532663316582,-0.32000000000000006,-0.0012736378875517608
-0.09547738693467339,-0.32000000000000006,-0.0012736378875517608
-0.07788944723618091,-0.32000000000000006,-0.0012736378875517608
-0.060301507537688426,-0.32000000000000006,-0.0012736378875517608
-0.042713567839196,-0.32000000000000006,-0.0012736378875517608
-0.025125628140703515,-0.32000000000000006,-0.0012736378875517608
-0.007537688442211032,-0.32000000000000006,-0.0012736378875517608
0.01005025125628145,-0.32000000000000006,-0.0012736378875517608
0.027638190954773822,-0.32000000000000006,-0.0012736378875517608
0.045226130653266305,-0.32000000000000006,-0.0012736378875517608
0.06281407035175879,-0.32000000000000006,-0.0012736378875517608
0.08040201005025127,-0.32000000000000006,-0.0012736378875517608
0.09798994974874375,-0.32000000000000006,-0.0012736378875517608
0.11557788944723613,-0.32000000000000006,-0.0012736378875517608
0.1331658291457286,-0.32000000000000006,-0.0012736378875517608
0.1507537688442211,-0.32000000000000006,-0.0012736378875517608
0.16834170854271358,-0.32000000000000006,-0.0012736378875517608
0.18592964824120606,-0.32000000000000006,-0.0012736378875517608
0.20351758793969843,-0.32000000000000006,-0.0012736378875517608
0.2211055276381909,-0.32000000000000006,-0.001284987127025549
0.2386934673366834,-0.32000000000000006,-0.0012986532808787479
0.2562814070351759,-0.32000000000000006,-0.0012986532808787479
0.27386934673366836,-0.32000000000000006,-0.0013036232037095133
0.29145728643216084,-0.32000000000000006,-0.0013208459790161416
0.3090452261306532,-0.32000000000000006,-0.0013208459790161416
0.3266331658291457,-0.32000000000000006,-0.0013208459790161416
0.3442211055276382,-0.32000000000000006,-0.0013208459790161416
0.36180904522613067,-0.32000000000000006,-0.0013258893971685873
0.37939698492462315,-0.32000000000000006,-0.00132769904346331
0.3969849246231155,-0.32000000000000006,-0.0013232199686652715
0.414572864321608,-0.32000000000000006,-0.001314694929729377
0.4321608040201005,-0.32000000000000006,-0.001314694929729377
0.44974874371859297,-0.32000000000000006,-0.001314694929729377
0.46733668341708545,-0.32000000000000006,-0.0012851142684401858
0.48492462311557794,-0.32000000000000006,-0.0012710503498549132
0.5025125628140703,-0.32000000000000006,-0.0012760765526057848
0.5201005025125629,-0.32000000000000006,-0.0012760765526057848
0.5376884422110553,-0.32000000000000006,-0.0012694459652208125
0.5552763819095476,-0.32000000000000006,-0.00126281537783584
0.5728643216080402,-0.32000000000000006,-0.0012605006690145438
0.5904522613065326,-0.32000000000000006,-0.001255248294351766
0.6080402010050252,-0.32000000000000006,-0.001255248294351766
0.6256281407035176,-0.32000000000000006,-0.001255248294351766
0.64321608040201,-0.32000000000000006,-0.001255248294351766
0.6608040201005025,-0.32000000000000006,-0.001251260994296935
0.6783919597989949,-0.32000000000000006,-0.0012370256628684941
0.6959798994974875,-0.32000000000000006,-0.0012399106205116537
0.7135678391959799,-0.32000000000000006,-0.0012459317679725242
0.7311557788944723,-0.32000000000000006,-0.0012600042000689984
0.7487437185929648,-0.32000000000000006,-0.0012600042000689984
0.7663316582914572,-0.32000000000000006,-0.0012741219622118159
0.7839195979899498,-0.32000000000000006,-0.0012881275031357137
0.8015075376884422,-0.32000000000000006,-0.0013151698086602687
0.8190954773869346,-0.32000000000000006,-0.0013424491943444107
0.8366834170854272,-0.32000000000000006,-0.0013552274003313103
