true I(max)-I(400),predicted I(max)-I(400)
1.198344477510256,1.3167061551955705
1.0049620982784573,1.3178927963441582
1.216567504602445,1.2760395803646971
1.2817498646805512,1.2627303955447335
1.1251398371928496,1.2596123556227257
1.2910541830315239,1.3032205509915522
1.341113386881876,1.2887465753344578
1.1980958398094448,1.253529322635267
1.3237995530535878,1.2927802609741583
1.364500449707087,1.286323480277794
1.2349400266912176,1.2781037653400167
1.259561966250678,1.268350133590915
1.246294283267764,1.2847076658788448
1.196998808553917,1.2675344070877295
1.2103780358345737,1.2667688291890284
1.3400831888625346,1.2872157885789899
1.3309007061732308,1.2951710806694194
1.3321783599182069,1.2514501224376609
1.201527592569534,1.267175071138159
1.22388795803824,1.260470424847657
1.2918411016577713,1.2890645037201778
1.2823524737964997,1.2834343566112287
1.280224590558112,1.3146780024232902
1.4421965836024742,1.2941891097180087
1.4035819378686172,1.2856084020178309
1.31082837639659,1.2827435464432588
1.2108335204703415,1.2603356341503913
1.387449619072957,1.2820496871315308
1.4256477357157427,1.2656423532069145
1.2214007804549027,1.2751237741724335
1.2473678479904913,1.2718199979900586
1.1627948663956595,1.2701563167385814
1.1211346711516905,1.2630386768565638
1.2268266057783115,1.2810333490312729
1.4198878450282901,1.3002147537416733
1.5049974076654271,1.1997893477425736
1.2598526022923473,1.2872696359013576
1.275093914303375,1.29349659438254
1.3031599377804433,1.300443462669744
1.4199794798959462,1.281338353765422
1.4091179152120563,1.2768492863972225
1.2735429522168198,1.2731151218828767
1.2066844331577644,1.2755718181504445
1.2558952943516697,1.2546407500715278
1.307464243203909,1.2939887875996607
