true I(max)-I(400),predicted I(max)-I(400)
1.198344477510256,1.322272780618396
1.0049620982784573,1.323654553247462
1.216567504602445,1.278159123597488
1.2817498646805512,1.2405746536706768
1.1251398371928496,1.2532258199410946
1.2910541830315239,1.3136191402824702
1.341113386881876,1.2759026976257362
1.1980958398094448,1.2683812012839704
1.3237995530535878,1.2869750770667476
1.364500449707087,1.3023963316541232
1.2349400266912176,1.2977021612735398
1.259561966250678,1.2320302139622372
1.246294283267764,1.3139719012711737
1.196998808553917,1.2615449655421107
1.2103780358345737,1.2720559291474014
1.3400831888625346,1.304600225855022
1.3309007061732308,1.2927374160782956
1.3321783599182069,1.244421275854686
1.201527592569534,1.262234581109202
1.22388795803824,1.2361655534632716
1.2918411016577713,1.2932879470290897
1.2823524737964997,1.2990260783771255
1.280224590558112,1.3124227476550203
1.4421965836024742,1.2923962771152187
1.4035819378686172,1.293994567186377
1.31082837639659,1.266769929133164
1.2108335204703415,1.2612396913796315
1.387449619072957,1.2901919607510854
1.4256477357157427,1.2779661407388485
1.2214007804549027,1.285432662481389
1.2473678479904913,1.2715360446686539
1.1627948663956595,1.2424489244522525
1.1211346711516905,1.2489817053666357
1.2268266057783115,1.2728708327618616
1.4198878450282901,1.291113573827117
1.5049974076654271,1.2165287392067738
1.2598526022923473,1.2934488073892658
1.275093914303375,1.3136722159908965
1.3031599377804433,1.3076647288893462
1.4199794798959462,1.2943953593856103
1.4091179152120563,1.2862427074410743
1.2735429522168198,1.2733057883551893
1.2066844331577644,1.2491696714600793
1.2558952943516697,1.2414940942623174
1.307464243203909,1.3047333283841909
