true I(650),predicted I(650)
0.08076016871166211,0.07787087164966239
0.02003472874002801,0.08365765002550644
0.0726487026946111,0.08310918580461508
0.09835503448991488,0.08458481489229741
0.08928628578436089,0.08533577584661835
0.07362202547323515,0.07991144651858524
0.07819918265214305,0.08234493953830695
0.07694294167790368,0.08494041371230283
0.06883543656301991,0.08159239847338857
0.08209275123549001,0.08021754389654666
0.07864037643384814,0.08227152322272463
0.07644166452750667,0.08400169324636206
0.07545847921150423,0.08109362531401101
0.08883577834326796,0.0853823564518011
0.07931953884334131,0.0834558069259188
0.07738807332770657,0.08367800170565577
0.0758693057504385,0.08107864402782487
0.10404835249801196,0.08350905242397307
0.07858965842418675,0.0838646825738021
0.10015572320639901,0.08434906216151468
0.06974766404146522,0.08140963437301858
0.07385316822148136,0.08149674454875204
0.1426219376046875,0.0723405402810563
0.09097701341781896,0.0793429299547246
0.1033848989852402,0.08200545529629767
0.08793172942878207,0.08262823721359433
0.09507979407026071,0.08372722713846502
0.08556132137985382,0.08403556281906398
0.10216432497164718,0.08115029039566267
0.09687336843813646,0.08442827403825272
0.09876612170525974,0.08509978146938339
0.08099444246640014,0.08423075668602407
0.07850309306196691,0.08565584674766054
0.0782284182486599,0.0843806529281957
0.0748027672543492,0.0800170774947112
0.09036979779357127,0.08512599628850172
0.07265457647817872,0.08159489022661853
0.06952955105811864,0.08055718964495735
0.07217436017698434,0.07961364223220087
0.07444052726740645,0.08474003766743606
0.08469890440935572,0.0810491375775188
0.09527555101431442,0.08497764396637507
0.08078088222248427,0.08366595100951835
0.07813385968607878,0.08563925762869154
0.06868795825609085,0.08092691396248994
