true height,predicted height
33.84299999999996,30.639144449855724
-221.10599999999994,30.549505660202385
30.434999999999945,26.730742344727048
28.728000000000065,28.780976751083283
33.837999999999965,30.007542247102947
30.100000000000023,28.36722680645746
29.408000000000015,7.394449800950696
33.480999999999995,31.3859452261889
29.755999999999972,6.6687345183289155
32.10000000000002,28.068897926795444
30.778999999999996,24.57893388663421
31.45399999999995,30.254323310704297
30.07899999999995,24.228174283979932
32.474000000000046,30.21361888248225
32.47900000000004,31.028627052273997
30.439000000000078,24.460413178360987
28.392000000000053,10.711127376998018
32.47099999999989,31.387832656451764
31.470000000000027,31.43321552420473
33.480999999999995,28.782477915825666
30.08400000000006,21.819640083874482
30.432000000000016,17.563506976911988
30.432000000000016,29.41698685064938
34.124000000000024,26.480463682289944
31.427999999999997,24.13562757876384
29.755999999999972,15.567758817571328
30.771000000000072,31.58954552248678
31.079999999999927,31.35877544065343
31.418999999999983,24.992237427942428
32.827,30.643673188020575
33.81899999999996,31.23847077851367
33.847000000000094,27.70632778092036
32.47900000000004,29.849510009594468
31.80200000000002,28.39871733384125
31.765999999999963,16.23374951881454
33.10600000000011,31.668042430610946
31.127000000000066,16.711155030212858
30.44900000000007,30.176986163628055
31.127000000000066,30.833207738095258
31.762000000000057,25.496453306323307
32.087999999999965,19.02107764603454
32.131000000000085,31.36365663698755
32.49699999999996,25.07019780848416
30.08400000000006,31.69614262777368
30.08400000000006,26.93643258387449
